,nazwa,miasto,firma,czas_gry,kategoria,poziom_trudnosci,liczba_ocen,miejsce_w_polsce,języki_rosyjski,bezpieczeństwo_tylko_niskie_napięcie_w_zasięgu_gracza,bezpieczeństwo_dezynfekowane_pokoje,podstawowe_klimatyzowany,podstawowe_możesz_kupić_tutaj_escape_tales,podstawowe_półmrok_w_pokoju,podstawowe_nie_dla_epileptyków,podstawowe_bardzo_wąskie_przejścia,bezpieczeństwo_dezynfekcja_lampami_uvc,podstawowe_gra_bez_aktora,bezpieczeństwo_ograniczony_kontakt_z_innymi_grupami,bezpieczeństwo_oświetlenie_awaryjne,podstawowe_przyjazny_zwierzętom,bezpieczeństwo_dostępny_żel_antybakteryjny,podstawowe_pokój_eliminacyjny_poland_escape,inne_prawdziwy_mistrz_gry,bezpieczeństwo_przycisk_bezpieczeństwa,języki_słowacki,języki_czeski,podstawowe_nie_dla_osób_z_chorobami_serca,podstawowe_nieodpowiednie_dla_osób_z_klaustrofobią,podstawowe_od_18_lat,bezpieczeństwo_drzwi_zawsze_otwarte,bezpieczeństwo_pełen_monitoring,bezpieczeństwo_pełen_kontakt_z_mistrzem_gry,bezpieczeństwo_klucz_bezpieczeństwa,bezpieczeństwo_system_awaryjnego_otwierania_drzwi,języki_angielski,podstawowe_przyjazny_niepełnosprawnym,podstawowe_możliwość_płatności_kartą,bezpieczeństwo_dostępne_rekawiczki,podstawowe_nie_dla_kobiet_w_ciąży,języki_polski,podstawowe_przyjazny_dzieciom,podstawowe_od_16_lat,srednia_ocena,ocena_obsluga,ocena_klimat,trudnosc_wg_graczy,min_liczba_graczy,max_liczba_graczy
361,Sherlock Holmes,Lublin,LetMeOut,60 ,Przygodowy,śr. zaawansowani,5 ,361,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,8.2,8.8,9.2,Średni,2,6 
362,Piraci,Wrocław,Trapped,60 ,Przygodowy,śr. zaawansowani,142 ,362,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,7.8,9.5,8.5,Średni,2,4 
363,Orion 53 - Space Challenge,Białystok,Logic Games - Escape Room Białystok,60 ,Przygodowy,doświadczony,16 ,363,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,8.8,9.6,9.7,Trudny,2,5 
364,Pokój Zagadka,Warszawa,Dom Zagadek,60 ,Abstrakcyjny,początkujący,59 ,364,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7.5,9.3,8.0,Średni,2,8 
365,Killer,Kraków,ExitRoom ™,60 ,Kryminalny,początkujący,22 ,366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.1,9.7,8.0,Średni,2,5 
366,Zakład Karny,Wrocław,LetMeOut,60 ,Przygodowy,na pierwszy raz,13 ,365,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,8.3,9.2,8.3,Średni,2,5 
367,Pokój agenta Snow,Gdynia,WALKOUT,60 ,Kryminalny,początkujący,119 ,367,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,7.4,7.7,8.1,Średni,2,6 
368,Klątwa Faraona,Białystok,Logic Games - Escape Room Białystok,60 ,Przygodowy,śr. zaawansowani,21 ,368,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,7.8,8.5,8.8,Średni,2,5 
369,Espace Room,Jelenia Góra,King of the Lock,75 ,Przygodowy,śr. zaawansowani,4 ,369,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,8.8,10.0,8.9,Trudny,2,6 
370,Psychiatryk,Wrocław,LetMeOut,60 ,Przygodowy,początkujący,35 ,370,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,6.4,7.2,9.1,Średni,2,5 
371,Świątynia Majów,Nowy Sącz,The Locked Room,60 ,Przygodowy,początkujący,31 ,371,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,7.1,9.2,7.8,Średni,2,5 
372,Chata Wiedźmy,Rzeszów,WydostanSie Escape Rooms,60 ,Fantasy,początkujący,44 ,372,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,5.7,9.0,5.9,Średni,2,6 
373,Tajemnicza Dżungla,Wrocław,Dom Zagadek Exitus,45 ,Dla dzieci,początkujący,3 ,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,10,10.0,10.0,Łatwy,2,6 
374,Amber Gold,Kraków,ExitRoom ™,60 ,Kryminalny,początkujący,15 ,374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,6.8,9.0,6.4,Średni,2,5 
375,James Bond,Kraków,ExitRoom ™,60 ,Kryminalny,doświadczony,26 ,375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,5.7,8.1,4.9,Średni,2,5 
376,Serce Roztocza,Zamość,Escape Room Zamość,80 ,Przygodowy,doświadczony,4 ,376,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,9.3,10.0,9.5,Średni,2,6 
377,Polana,Warszawa,Dom Zagadek,60 ,Przygodowy,na pierwszy raz,26 ,377,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7.1,8.7,7.9,Średni,2,6 
378,Psychoterapia,Kraków,LOST BAR,70 ,Fabularny,początkujący,16 ,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.6,4.1,3.3,Średni,2,6 
379,Militarny Kryzys,Zamość,Escape Room Zamość,80 ,Fabularny,śr. zaawansowani,4 ,379,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,7.1,7.3,8.3,Trudny,2,6 
380,Projekt Z.E.U.S.,Bielsko-Biała,Konsorcjum Czasu,75 ,Przygodowy,śr. zaawansowani,6 ,380,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,8.8,10.0,10.0,Średni,1,6 
381,Saloon,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,60 ,Przygodowy,śr. zaawansowani,20 ,381,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,7.4,8.7,7.4,Średni,2,6 
382,Misja A.V.A.T.A.R,Kraków,Locked UP,60 ,Przygodowy,śr. zaawansowani,8 ,382,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,7.7,9.3,6.8,Średni,2,5 
383,Rytuał,Kielce,Unlock the door,50 ,Thriller,początkujący,2 ,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,10.0,10.0,Średni,2,4 
384,Poza Światem,Warszawa,Dom Zagadek,60 ,Przygodowy,śr. zaawansowani,34 ,384,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,6.9,8.6,7.7,Średni,2,6 
385,Czarna Perła,Gorzów Wielkopolski,Open The Lock,60 ,Przygodowy,na pierwszy raz,21 ,385,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,6.9,4.9,7.6,Średni,2,5 
386,P@ssWord,Warszawa,Dom Zagadek,60 ,Abstrakcyjny,początkujący,16 ,386,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7.1,9.2,7.7,Średni,2,6 
387,Klątwa Tutenchamona,Warszawa,Zagadkownia,60 ,Przygodowy,doświadczony,192 ,387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,7.0,9.2,7.5,Trudny,2,6 
388,Gra Miejska - Illuminati,Poznań,Escapelandia,180 ,Fabularny,początkujący,6 ,388,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,8.0,10.0,8.7,Średni,2,6 
389,Ostatnia cela,Słupsk,TrapRooms,60 ,Kryminalny,śr. zaawansowani,39 ,389,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,7.4,9.3,7.5,Średni,2,8 
390,Guantanamo,Gorzów Wielkopolski,Open The Lock,60 ,Kryminalny,doświadczony,18 ,390,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,7.2,5.9,7.6,Średni,2,5 
391,Agent FBI,Warszawa,SHOW ESCAPE,60 ,Kryminalny,doświadczony,7 ,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,10.0,6.7,Bardzo trudny,2,4 
392,Piaski Pustyni,Konin,Next Level,60 ,Przygodowy,śr. zaawansowani,3 ,393,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,8.6,9.9,9.4,Średni,2,4 
393,Leśne Trolle,Szczecin,Warsztatownia,60 ,Przygodowy,początkujący,8 ,392,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,9.2,6.6,10.0,Łatwy,2,6 
394,Przygody Indiana Jones,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,60 ,Przygodowy,śr. zaawansowani,7 ,395,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7.8,9.4,7.0,Trudny,3,7 
395,Skarby Majów,Poznań,Key To Be Free,60 ,Przygodowy,początkujący,106 ,394,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,6.7,9.7,6.4,Średni,2,8 
396,Opuszczona Piwnica,Gorzów Wielkopolski,Open The Lock,60 ,Thriller,śr. zaawansowani,14 ,396,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,7.7,5.7,7.6,Średni,2,4 
397,Kryptonim Dżungla,Opole,Escape Room Chata Zagadek,60 ,Przygodowy,na pierwszy raz,7 ,397,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,7.3,9.5,8.4,Średni,2,5 
398,Zielona Mila,Warszawa,SHOW ESCAPE,60 ,Przygodowy,doświadczony,9 ,398,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,7.7,9.6,9.0,Średni,2,12 
399,Redrum,Żory,Open The Lock,60 ,Horror,śr. zaawansowani,29 ,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,6.3,6.0,7.5,Trudny,2,5 
400,Łowca Umysłów,Giżycko,Pokoje zagadek,60 ,Thriller,śr. zaawansowani,6 ,400,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,8.4,8.8,8.2,Trudny,2,5 
401,Wolfenstein,Kraków,ExitRoom ™,60 ,Fabularny,śr. zaawansowani,60 ,401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,7.0,9.9,8.9,Średni,2,4 
402,Mikołajowa Misja,Wisła,Zamek Zagadek,60 ,Przygodowy,na pierwszy raz,7 ,402,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,8.3,9.3,9.7,Średni,2,6 
403,Apartament,Łódź,Alfa Fun,60 ,Przygodowy,początkujący,18 ,403,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,7.3,9.6,7.8,Średni,2,4 
404,Krypta wampira,Warszawa,Zagadkownia,60 ,Thriller,śr. zaawansowani,201 ,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,5.4,7.2,6.6,Średni,2,5 
405,S.O.S.,Iława,Open The Lock,60 ,Przygodowy,początkujący,6 ,405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,8.8,10.0,9.1,Średni,2,5 
406,Rozbitkowie w dżungli,Warszawa,Zagadkownia,60 ,Przygodowy,śr. zaawansowani,101 ,406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,6.2,8.0,7.0,Średni,2,6 
407,Chory Lekarz,Zamość,Escape Room Zamość,60 ,Thriller,początkujący,2 ,408,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,10,10.0,10.0,Średni,2,6 
408,Bezludna Wyspa,Nowy Sącz,4Fun Escape Room Nowy Sącz,60 ,Przygodowy,śr. zaawansowani,9 ,407,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,6.0,5.5,8.3,Średni,2,6 
409,Śmierć muzealnika,Stargard,Muzeum Archeologiczno-Historyczne Stargard,60 ,Kryminalny,doświadczony,7 ,409,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,9.6,10.0,9.4,Trudny,2,6 
410,Laboratorium Frankensteina,Lublin,LetMeOut,60 ,Przygodowy,początkujący,5 ,410,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,7.4,9.0,7.2,Średni,2,6 
411,Duchy Bastei,Stargard,Muzeum Archeologiczno-Historyczne Stargard,60 ,Thriller,początkujący,7 ,411,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,7.5,7.7,7.9,Trudny,2,6 
412,Cela,Karpacz,Pokoje Tajemnic,60 ,Kryminalny,śr. zaawansowani,38 ,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4,9.7,7.3,Łatwy,2,5 
413,Szalony naukowiec,Żory,Open The Lock,60 ,Fabularny,śr. zaawansowani,12 ,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,5.7,7.0,5.5,Średni,2,5 
414,Kara Śmierci - Średniowieczny Loch,Wrocław,LetMeOut,60 ,Przygodowy,początkujący,38 ,414,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,3.2,6.0,2.6,Średni,2,5 
415,Więzienie,Wrocław,Secret Room & Brain Code,60 ,Kryminalny,początkujący,203 ,416,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,6.2,9.3,8.3,Średni,2,5 
416,Posterunek 13,Bielsko-Biała,HURRY UP,60 ,Kryminalny,początkujący,50 ,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,6.7,8.2,7.6,Średni,2,5 
417,Cosa nostra,Poznań,Time 4 Secrets,60 ,Kryminalny,śr. zaawansowani,203 ,418,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,8.2,9.8,8.9,Trudny,2,4 
418,Amazonia - Wyprawa w nieznane,Szczecin,Escape Room Szczecin,60 ,Przygodowy,śr. zaawansowani,8 ,417,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,5.5,7.4,9.2,Średni,2,5 
419,Muzeum Tortur,Rzeszów,WydostanSie Escape Rooms,60 ,Historyczny,początkujący,21 ,419,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,6.5,9.7,7.1,Średni,2,6 
420,Tajemnica Egipskich Bogów,Gorzów Wielkopolski,Open The Lock,60 ,Historyczny,początkujący,20 ,420,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,5.8,4.5,8.3,Trudny,2,5 
421,Nawiedzony Schowek,Nowy Sącz,4Fun Escape Room Nowy Sącz,60 ,Horror,śr. zaawansowani,10 ,421,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,4.9,7.6,5.8,Średni,2,6 
422,Wyspa Skarbów,Giżycko,Pokoje zagadek,60 ,Przygodowy,początkujący,3 ,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,9.0,10.0,9.2,Łatwy,2,5 
423,Szpieg z PRL-u,Kraków,Zoltar Park Kraków,45 ,Kryminalny,śr. zaawansowani,5 ,423,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,7.6,10.0,8.7,Średni,2,5 
424,Czarownice z Eylau,Iława,Open The Lock,60 ,Thriller,śr. zaawansowani,5 ,424,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,5.6,10.0,5.1,Trudny,2,5 
425,Bunkier 2 : Biuro Komendanta,Rzeszów,WydostanSie Escape Rooms,60 ,Kryminalny,początkujący,9 ,425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,7.1,9.3,7.9,Średni,2,5 
426,Legenda Króla Artura,Kraków,Locked UP,60 ,Przygodowy,początkujący,6 ,427,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,7.6,8.5,9.0,Średni,2,5 
427,Na Skraju Lasu,Gorzów Wielkopolski,Open The Lock,60 ,Przygodowy,śr. zaawansowani,9 ,426,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,7.0,6.6,8.5,Średni,2,5 
428,Opuszczona klinika,Kielce,Unlock the door,50 ,Thriller,początkujący,4 ,428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,8.0,9.6,8.0,Łatwy,2,5 
429,Skarb Templariuszy,Iława,Open The Lock,60 ,Przygodowy,początkujący,10 ,429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,7.4,5.2,8.0,Łatwy,2,5 
430,Szalone lata 80'te,Janów Lubelski,Zoom Natury,60 ,Fabularny,śr. zaawansowani,4 ,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8.5,9.8,9.9,Średni,2,8 
431,Magia Zielonej Komnaty,Kraków,Locked UP,60 ,Przygodowy,doświadczony,8 ,431,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,6.1,8.2,6.6,Trudny,2,5 
432,Magiczny Las,Łódź,Tkalnia Zagadek KIDS,60 ,Dla dzieci,początkujący,4 ,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8.3,9.6,9.3,Łatwy,2,7 
433,Atomowa Groza,Kraków,Zoltar Park Kraków,70 ,Historyczny,doświadczony,7 ,433,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,5.5,7.6,6.6,Trudny,2,5 
434,Dexter,Kielce,Unlock the door,50 ,Kryminalny,doświadczony,2 ,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,10,10.0,10.0,Trudny,1,5 
435,Noc w muzeum,Stargard,Muzeum Archeologiczno-Historyczne Stargard,60 ,Historyczny,eksperci,3 ,436,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,8.5,9.0,9.5,Bardzo trudny,2,6 
436,Joker,Bielsko-Biała,HURRY UP,60 ,Kryminalny,doświadczony,64 ,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,6.3,9.7,7.1,Trudny,2,5 
437,Galeria Sztuki,Słupsk,TrapRooms,60 ,Przygodowy,początkujący,5 ,438,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,7.8,9.2,7.0,Średni,2,8 
438,Kraina Czarów,Giżycko,Pokoje zagadek,60 ,Przygodowy,śr. zaawansowani,8 ,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3,8.9,6.2,Trudny,2,5 
439,Ekspedycja na Marsa,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,60 ,Przygodowy,śr. zaawansowani,25 ,440,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,5.3,7.6,5.3,Trudny,2,5 
440,Piwnica dziadka,Gdańsk,Podziemna pułapka,60 ,Abstrakcyjny,początkujący,69 ,441,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,6.4,9.0,7.2,Średni,2,4 
441,Statek Kosmiczny,Łódź,Tkalnia Zagadek KIDS,60 ,Dla dzieci,początkujący,2 ,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9.1,9.9,10.0,Łatwy,2,7 
442,Sherlock - Święty Grall,Szczecin,Escape Room Szczecin,60 ,Przygodowy,śr. zaawansowani,4 ,443,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,3.2,2.3,6.5,Trudny,2,5 
443,Domek pełen emocji,Dębki,Locked Houses,60 ,Przygodowy,brak informacji,2 ,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9.1,10.0,8.2,Łatwy,1,4 
444,Magiczny Sklep z Różdżkami,Wisła,Zamek Zagadek,65 ,Fantasy,śr. zaawansowani,13 ,445,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,6.6,7.7,7.1,Średni,2,8 
445,Zaginione Kryształy 2.0,Kraków,Gamescape Kraków,60 ,Dla dzieci,na pierwszy raz,1 opinia,446,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,10,10.0,10.0,Łatwy,2,5 
446,13 Posterunek,Zamość,Escape Room Zamość,60 ,Kryminalny,początkujący,1 opinia,447,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,10,10.0,10.0,Średni,2,6 
447,Przygody Pirata Joe,Białystok,Unlocked - Escape Room,60 ,Przygodowy,początkujący,1 opinia,448,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,9.0,10.0,10.0,Łatwy,2,4 
448,Outdoor Escape - Magiczny Portal,Kraków,Gamescape Kraków,150 ,Dla dzieci,początkujący,1 opinia,449,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,10,10.0,10.0,Łatwy,2,6 
449,Mały Książę. Sen Pilota,Kluczbork,Escape Room Kluczbork,60 ,Fabularny,śr. zaawansowani,2 ,450,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,6.3,8.4,7.1,Łatwy,2,4 
450,Gra Miejska - Koziołki,Poznań,Escapelandia,70 ,Fabularny,początkujący,1 opinia,451,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,8.0,10.0,10.0,Bardzo łatwy,2,6 
451,Nawiedzona piwnica,Janów Lubelski,Zoom Natury,60 ,Thriller,śr. zaawansowani,1 opinia,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8.0,6.0,6.0,Średni,2,6 
