,nazwa,miasto,firma,liczba_graczy,czas_gry,kategoria,poziom_trudnosci,liczba_ocen,miejsce_w_polsce,oceny,języki_rosyjski,bezpieczeństwo_tylko_niskie_napięcie_w_zasięgu_gracza,bezpieczeństwo_dezynfekowane_pokoje,podstawowe_klimatyzowany,podstawowe_możesz_kupić_tutaj_escape_tales,podstawowe_półmrok_w_pokoju,podstawowe_nie_dla_epileptyków,podstawowe_bardzo_wąskie_przejścia,bezpieczeństwo_dezynfekcja_lampami_uvc,podstawowe_gra_bez_aktora,bezpieczeństwo_ograniczony_kontakt_z_innymi_grupami,bezpieczeństwo_oświetlenie_awaryjne,podstawowe_przyjazny_zwierzętom,bezpieczeństwo_dostępny_żel_antybakteryjny,podstawowe_pokój_eliminacyjny_poland_escape,inne_prawdziwy_mistrz_gry,bezpieczeństwo_przycisk_bezpieczeństwa,języki_słowacki,języki_czeski,podstawowe_nie_dla_osób_z_chorobami_serca,podstawowe_nieodpowiednie_dla_osób_z_klaustrofobią,podstawowe_od_18_lat,bezpieczeństwo_drzwi_zawsze_otwarte,bezpieczeństwo_pełen_monitoring,bezpieczeństwo_pełen_kontakt_z_mistrzem_gry,bezpieczeństwo_klucz_bezpieczeństwa,bezpieczeństwo_system_awaryjnego_otwierania_drzwi,języki_angielski,podstawowe_przyjazny_niepełnosprawnym,podstawowe_możliwość_płatności_kartą,bezpieczeństwo_dostępne_rekawiczki,podstawowe_nie_dla_kobiet_w_ciąży,języki_polski,podstawowe_przyjazny_dzieciom,podstawowe_od_16_lat
258,Zodiak,Bielsko-Biała,HURRY UP,3-5 osób,60 minut,Thriller,doświadczony,67 opinii,Polska: 260. miejsce,"8 .1
Obsługa:
9,2/10
Klimat:
8,8/10
Trudność wg. graczy:
Trudny
Ilość opinii:
67",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1
259,Noc żywych trupów,Wrocław,Trap Jungle,2-5 osób,75 minut,Przygodowy,doświadczony,71 opinii,Polska: 261. miejsce,"8 .9
Obsługa:
9,9/10
Klimat:
9,2/10
Trudność wg. graczy:
Średni
Ilość opinii:
71",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1
260,Strych Szalonego Alchemika,Katowice,Quest Cage,2-4 osoby,60 minut,Thriller,śr. zaawansowani,251 opinii,Polska: 263. miejsce,"8 .0
Obsługa:
9,6/10
Klimat:
9,1/10
Trudność wg. graczy:
Trudny
Ilość opinii:
251",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1
261,Krwawy wódz,Gdańsk,Escape Time,2-6 osób,60 minut,Thriller,doświadczony,276 opinii,Polska: 264. miejsce,"8 .6
Obsługa:
9,6/10
Klimat:
9/10
Trudność wg. graczy:
Trudny
Ilość opinii:
276",0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1
262,Skarbiec,Katowice,Mystery Machinery,2-4 osoby,30 minut,Fabularny,śr. zaawansowani,5 opinii,Polska: 262. miejsce,"8 .4
Obsługa:
10/10
Klimat:
7,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
5",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1
263,Zaklęte Amulety,Kraków,Gamescape Kraków,2-8 osób,65 minut,Przygodowy,śr. zaawansowani,14 opinii,Polska: 265. miejsce,"8 .4
Obsługa:
9,3/10
Klimat:
9,2/10
Trudność wg. graczy:
Trudny
Ilość opinii:
14",0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0
264,Chata guślarki,Gdańsk,Escape Time,2-6 osób,60 minut,Przygodowy,początkujący,195 opinii,Polska: 266. miejsce,"8 .4
Obsługa:
9,6/10
Klimat:
8,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
195",0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0
265,Domek w górach,Karpacz,Pokoje Tajemnic,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,52 opinie,Polska: 267. miejsce,"8 .4
Obsługa:
8,2/10
Klimat:
8,2/10
Trudność wg. graczy:
Średni
Ilość opinii:
52",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
266,Dziki Zachód,Rybnik,Open The Lock,2-5 osób,60 minut,Fabularny,początkujący,46 opinii,Polska: 268. miejsce,"9 .0
Obsługa:
9,9/10
Klimat:
9,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
46",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
268,Walkiria,Poznań,Key To Be Free,2-7 osób,60 minut,Historyczny,śr. zaawansowani,137 opinii,Polska: 270. miejsce,"8 .0
Obsługa:
9,4/10
Klimat:
8,9/10
Trudność wg. graczy:
Trudny
Ilość opinii:
137",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0
269,Bon Appetit,Łódź,Alfa Fun,2-6 osób,75 minut,Horror,śr. zaawansowani,27 opinii,Polska: 271. miejsce,"8 .2
Obsługa:
9,9/10
Klimat:
8,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
27",0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1
270,Tajemnica Księgi Lasu,Wrocław,LetMeOut,2-5 osób,60 minut,Przygodowy,początkujący,19 opinii,Polska: 272. miejsce,"8 .2
Obsługa:
9,3/10
Klimat:
8,6/10
Trudność wg. graczy:
Średni
Ilość opinii:
19",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0
271,Bogata Piwnica,Bielsko-Biała,Tajemnicza Piwnica - ER Group sp. z o. o.,2-4 osoby,60 minut,Przygodowy,doświadczony,2 opinie,Polska: 273. miejsce,"8 .5
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Trudny
Ilość opinii:
2",0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0
272,Odeon,Radom,Blink Escape Radom,2-6 osób,75 minut,Thriller,doświadczony,17 opinii,Polska: 274. miejsce,"9 .2
Obsługa:
10/10
Klimat:
9,5/10
Trudność wg. graczy:
Bardzo trudny
Ilość opinii:
17",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1
273,Starcie Mistrzów,Kraków,Gamescape Kraków,2-10 osób,45 minut,Przygodowy,doświadczony,5 opinii,Polska: 275. miejsce,"9 .5
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Trudny
Ilość opinii:
5",0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0
274,Wyspa Tajemnic,Poznań,Find a Way,2-5 osób,60 minut,Przygodowy,początkujący,11 opinii,Polska: 277. miejsce,"8 .3
Obsługa:
9,8/10
Klimat:
8,8/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
11",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
275,Gniew Olimpu,Bydgoszcz,Break The Brain,2-5 osób,60 minut,Przygodowy,początkujący,181 opinii,Polska: 276. miejsce,"8 .5
Obsługa:
9,7/10
Klimat:
9/10
Trudność wg. graczy:
Średni
Ilość opinii:
181",0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0
276,Koszmar,Gdynia,WALKOUT,2-6 osób,60 minut,Horror,doświadczony,42 opinie,Polska: 278. miejsce,"8 .9
Obsługa:
9,5/10
Klimat:
9,2/10
Trudność wg. graczy:
Trudny
Ilość opinii:
42",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1
277,Pegazus,Warszawa,Dom Zagadek,2-8 osób,60 minut,Przygodowy,początkujący,129 opinii,Polska: 279. miejsce,"8 .1
Obsługa:
9,1/10
Klimat:
8,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
129",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0
278,Cela,Łódź,Tkalnia Zagadek,2-5 osób,60 minut,Kryminalny,początkujący,117 opinii,Polska: 280. miejsce,"8 .5
Obsługa:
9,8/10
Klimat:
8,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
117",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0
279,Skarb Czarnobrodego,Poznań,Time 4 Secrets,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,601 opinii,Polska: 281. miejsce,"8 .7
Obsługa:
9,7/10
Klimat:
9,4/10
Trudność wg. graczy:
Trudny
Ilość opinii:
601",0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
280,Cisza Nocna,Bytom,Can you escape?,3-6 osób,60 minut,Kryminalny,śr. zaawansowani,83 opinie,Polska: 282. miejsce,"8 .1
Obsługa:
9,5/10
Klimat:
8,2/10
Trudność wg. graczy:
Średni
Ilość opinii:
83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
281,Rycerski,Warszawa,Room Escape Warszawa,2-5 osób,60 minut,Historyczny,początkujący,266 opinii,Polska: 283. miejsce,"8 .0
Obsługa:
8,3/10
Klimat:
9,4/10
Trudność wg. graczy:
Trudny
Ilość opinii:
266",0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0
282,Indiana Jones i Świątynia Majów,Piła,LOCKED Escape Room Piła,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,1 opinia,Polska: 284. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Średni
Ilość opinii:
1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283,Skrzynie Umarlaków,Kraków,Gamescape Kraków,2-6 osób,65 minut,Przygodowy,śr. zaawansowani,16 opinii,Polska: 285. miejsce,"8 .5
Obsługa:
9,7/10
Klimat:
8,9/10
Trudność wg. graczy:
Średni
Ilość opinii:
16",0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0
284,Testament,Radom,Blink Escape Radom,2-6 osób,75 minut,Fabularny,śr. zaawansowani,361 opinii,Polska: 286. miejsce,"8 .7
Obsługa:
9,4/10
Klimat:
8,7/10
Trudność wg. graczy:
Trudny
Ilość opinii:
361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0
285,Chatka Neeko,Konin,Next Level,2-4 osoby,60 minut,Przygodowy,śr. zaawansowani,3 opinie,Polska: 289. miejsce,"9 .1
Obsługa:
10/10
Klimat:
9,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
3",0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1
286,Diabelski Cyrk,Lublin,LetMeOut,2-6 osób,60 minut,Fabularny,śr. zaawansowani,4 opinie,Polska: 287. miejsce,"9 .0
Obsługa:
10/10
Klimat:
9,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
4",0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0
287,Alicja w Krainie Czarów,Gdańsk,Enigmat Escape,2-5 osób,60 minut,Fantasy,początkujący,159 opinii,Polska: 288. miejsce,"8 .4
Obsługa:
9,5/10
Klimat:
8,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
159",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0
288,Tożsamość,Wrocław,Exit19.pl,2-4 osoby,60 minut,Fabularny,śr. zaawansowani,244 opinie,Polska: 290. miejsce,"7 .8
Obsługa:
9,8/10
Klimat:
8,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
244",0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0
289,W krainie czarów,Łódź,ExitRoom ™,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,164 opinie,Polska: 291. miejsce,"8 .6
Obsługa:
9,5/10
Klimat:
9,2/10
Trudność wg. graczy:
Średni
Ilość opinii:
164",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
290,Wagary,Rybnik,Open The Lock,2-5 osób,60 minut,Fabularny,śr. zaawansowani,49 opinii,Polska: 292. miejsce,"8 .5
Obsługa:
9,9/10
Klimat:
9,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
49",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
291,Hrabia Drakula,Rzeszów,WydostanSie Escape Rooms,2-5 osób,60 minut,Przygodowy,doświadczony,58 opinii,Polska: 293. miejsce,"7 .9
Obsługa:
9,1/10
Klimat:
7,9/10
Trudność wg. graczy:
Trudny
Ilość opinii:
58",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0
292,Wehikuł Czasu,Warszawa,Room Escape Warszawa,2-5 osób,60 minut,Fantasy,śr. zaawansowani,148 opinii,Polska: 294. miejsce,"7 .9
Obsługa:
9,3/10
Klimat:
8,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
148",0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0
293,Pościg za El Patronem,Olsztyn,Profesor Escape Room Olsztyn,2-6 osób,60 minut,Kryminalny,śr. zaawansowani,14 opinii,Polska: 295. miejsce,"7 .6
Obsługa:
8,8/10
Klimat:
7,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
14",0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0
294,Cela Hannibala Lectera,Kraków,SCARY HOSTEL KRAKÓW,1-2 osoby,60 minut,Thriller,śr. zaawansowani,149 opinii,Polska: 296. miejsce,"7 .6
Obsługa:
8,8/10
Klimat:
8/10
Trudność wg. graczy:
Średni
Ilość opinii:
149",0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1
295,Skarb piratów,Kraków,Lock & Roll,2-4 osoby,60 minut,Przygodowy,początkujący,100 opinii,Polska: 297. miejsce,"8 .4
Obsługa:
9,8/10
Klimat:
8,9/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
100",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
296,Laboratorium Dextera,Warszawa,OtoPokojeZagadek,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,118 opinii,Polska: 298. miejsce,"7 .2
Obsługa:
9,9/10
Klimat:
7,5/10
Trudność wg. graczy:
Trudny
Ilość opinii:
118",0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0
297,Upiór z Alt Allenstein,Olsztyn,iESCAPE Olsztyn,2-5 osób,60 minut,Thriller,śr. zaawansowani,23 opinie,Polska: 299. miejsce,"8 .8
Obsługa:
10/10
Klimat:
9,4/10
Trudność wg. graczy:
Średni
Ilość opinii:
23",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
298,Ostatni Lodowiec,Olsztyn,iESCAPE Olsztyn,2-5 osób,60 minut,Przygodowy,śr. zaawansowani,8 opinii,Polska: 300. miejsce,"8 .6
Obsługa:
9,7/10
Klimat:
9/10
Trudność wg. graczy:
Średni
Ilość opinii:
8",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
299,Zapomniany pokój,Gdynia,WALKOUT,2-6 osób,60 minut,Przygodowy,doświadczony,130 opinii,Polska: 301. miejsce,"8 .6
Obsługa:
8,6/10
Klimat:
8,6/10
Trudność wg. graczy:
Trudny
Ilość opinii:
130",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0
300,Szeol - Schron Ostateczny,Poznań,The Bunkier Escape Rooms,2-5 osób,90 minut,Przygodowy,śr. zaawansowani,37 opinii,Polska: 304. miejsce,"8 .0
Obsługa:
9,6/10
Klimat:
9,2/10
Trudność wg. graczy:
Trudny
Ilość opinii:
37",0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0
301,New York Nowy Jork,Wisła,Zamek Zagadek,2-8 osób,70 minut,Historyczny,eksperci,22 opinie,Polska: 302. miejsce,"8 .3
Obsługa:
9/10
Klimat:
9,3/10
Trudność wg. graczy:
Trudny
Ilość opinii:
22",0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0
302,Chata Wiedźmy,Wrocław,Trapped,2-4 osoby,60 minut,Thriller,śr. zaawansowani,31 opinii,Polska: 303. miejsce,"7 .4
Obsługa:
8,7/10
Klimat:
8,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
31",0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1
303,Piła - Odkupienie,Gdynia,WALKOUT,2-6 osób,60 minut,Thriller,śr. zaawansowani,40 opinii,Polska: 305. miejsce,"8 .4
Obsługa:
9/10
Klimat:
8,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
40",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0
304,Pokój babci,Wrocław,Secret Room & Brain Code,2-5 osób,60 minut,Kryminalny,początkujący,202 opinie,Polska: 306. miejsce,"7 .7
Obsługa:
9,8/10
Klimat:
9/10
Trudność wg. graczy:
Średni
Ilość opinii:
202",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0
305,Czarna Dziura,Rzeszów,WydostanSie Escape Rooms,2-5 osób,60 minut,Fabularny,śr. zaawansowani,16 opinii,Polska: 307. miejsce,"8 .1
Obsługa:
9,7/10
Klimat:
8/10
Trudność wg. graczy:
Trudny
Ilość opinii:
16",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
306,Operacja Mindfall kryptonim Spiderweb,Kraków,Gamescape Kraków,2-6 osób,120 minut,Akcja,śr. zaawansowani,2 opinie,Polska: 309. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Średni
Ilość opinii:
2",0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
307,Piła,Piła,LOCKED Escape Room Piła,2-4 osoby,60 minut,Horror,śr. zaawansowani,35 opinii,Polska: 308. miejsce,"9 .0
Obsługa:
9,5/10
Klimat:
9,7/10
Trudność wg. graczy:
Średni
Ilość opinii:
35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308,Matrix,Łódź,ExitRoom ™,3-6 osób,60 minut,Fabularny,doświadczony,46 opinii,Polska: 310. miejsce,"8 .1
Obsługa:
6,4/10
Klimat:
9,6/10
Trudność wg. graczy:
Trudny
Ilość opinii:
46",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0
309,Uśpieni,Słupsk,TrapRooms,2-6 osób,80 minut,Przygodowy,doświadczony,22 opinie,Polska: 311. miejsce,"8 .4
Obsługa:
9,3/10
Klimat:
7,3/10
Trudność wg. graczy:
Średni
Ilość opinii:
22",0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1
310,Lądowanie na Księżycu,Poznań,Key To Be Free,2-6 osób,60 minut,Przygodowy,śr. zaawansowani,13 opinii,Polska: 314. miejsce,"7 .9
Obsługa:
9,8/10
Klimat:
8,5/10
Trudność wg. graczy:
Trudny
Ilość opinii:
13",0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
311,Prezydent,Łódź,Tkalnia Zagadek,2-5 osób,60 minut,Thriller,doświadczony,16 opinii,Polska: 313. miejsce,"8 .5
Obsługa:
9,8/10
Klimat:
8,4/10
Trudność wg. graczy:
Trudny
Ilość opinii:
16",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
312,Gniew Bogów,Gdynia,WALKOUT,2-6 osób,60 minut,Fantasy,doświadczony,113 opinii,Polska: 312. miejsce,"7 .2
Obsługa:
7,7/10
Klimat:
7,8/10
Trudność wg. graczy:
Średni
Ilość opinii:
113",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0
313,Na ratunek ludzkości,Rzeszów,WydostanSie Escape Rooms,2-5 osób,60 minut,Przygodowy,początkujący,18 opinii,Polska: 315. miejsce,"7 .5
Obsługa:
9,7/10
Klimat:
8,1/10
Trudność wg. graczy:
Trudny
Ilość opinii:
18",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0
314,Szkoła Magii - pierwszy rok,Bydgoszcz,Break The Brain,2-4 osoby,90 minut,Fantasy,doświadczony,6 opinii,Polska: 183. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Średni
Ilość opinii:
6",0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0
315,Narnia,Warszawa,Team Exit - Pokoje zagadek -Escape Room 24,2-6 osób,60 minut,Fabularny,śr. zaawansowani,35 opinii,Polska: 316. miejsce,"7 .3
Obsługa:
7,2/10
Klimat:
7,1/10
Trudność wg. graczy:
Średni
Ilość opinii:
35",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0
316,Krematorium - Śledztwo,Nowy Sącz,The Locked Room,2-4 osoby,60 minut,Kryminalny,śr. zaawansowani,6 opinii,Polska: 317. miejsce,"8 .5
Obsługa:
9,6/10
Klimat:
8,9/10
Trudność wg. graczy:
Trudny
Ilość opinii:
6",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
317,Spętani w raju,Tczew,Escape Room Tczew,2-2 osoby,60 minut,Abstrakcyjny,śr. zaawansowani,22 opinie,Polska: 319. miejsce,"8 .4
Obsługa:
9,9/10
Klimat:
8,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
22",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
318,Epidemia,Białystok,Logic Games - Escape Room Białystok,2-5 osób,60 minut,Thriller,eksperci,59 opinii,Polska: 318. miejsce,"8 .3
Obsługa:
8,7/10
Klimat:
9,1/10
Trudność wg. graczy:
Bardzo trudny
Ilość opinii:
59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
319,Eksperyment,Radom,Blink Escape Radom,2-6 osób,60 minut,Abstrakcyjny,śr. zaawansowani,18 opinii,Polska: 320. miejsce,"8 .3
Obsługa:
10/10
Klimat:
8,5/10
Trudność wg. graczy:
Średni
Ilość opinii:
18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
320,Mikołaj (Święty :) ),Poznań,EXODUS,2-4 osoby,60 minut,Fantasy,początkujący,22 opinie,Polska: 321. miejsce,"8 .1
Obsługa:
9,1/10
Klimat:
9/10
Trudność wg. graczy:
Średni
Ilość opinii:
22",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0
321,Teatr żywych lalek,Gdańsk,Escape Gdańsk,2-5 osób,60 minut,Thriller,doświadczony,69 opinii,Polska: 322. miejsce,"9 .2
Obsługa:
9,9/10
Klimat:
9,1/10
Trudność wg. graczy:
Trudny
Ilość opinii:
69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
322,Noc w Las Vegas,Tczew,Escape Room Tczew,2-6 osób,60 minut,Przygodowy,doświadczony,57 opinii,Polska: 323. miejsce,"8 .8
Obsługa:
9,7/10
Klimat:
9,5/10
Trudność wg. graczy:
Trudny
Ilość opinii:
57",0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0
323,Zombie apokalipsa,Gdańsk,Enigmat Escape,2-5 osób,60 minut,Fantasy,śr. zaawansowani,78 opinii,Polska: 324. miejsce,"9 .0
Obsługa:
9,9/10
Klimat:
8,2/10
Trudność wg. graczy:
Trudny
Ilość opinii:
78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
324,Gra Miejska - Illuminati 2,Poznań,Escapelandia,2-6 osób,120 minut,Fabularny,początkujący,1 opinia,Polska: 326. miejsce,"10
Obsługa:
10/10
Klimat:
10/10
Trudność wg. graczy:
Łatwy
Ilość opinii:
1",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
